subject,channel,mean_isc_z,signal_type,stimulus
92,lTPJ,0.024286049701148987,HbR,Zima
92,ldlPFC,5.577907389517535e-4,HbR,Zima
92,rTPJ,0.012278102632129095,HbR,Zima
92,rdlPFC,-9.635850533251772e-4,HbR,Zima
92,vmPFC,0.024636382842521842,HbR,Zima
93,dmPFC,0.006862158959874281,HbR,Zima
93,lTPJ,0.04521021714691436,HbR,Zima
93,ldlPFC,0.01324208429467206,HbR,Zima
93,rTPJ,0.022922548167002624,HbR,Zima
93,rdlPFC,0.016017059507642456,HbR,Zima
93,vmPFC,0.019949970918003698,HbR,Zima
94,dmPFC,0.014236920408073837,HbR,Zima
94,lTPJ,0.04110682278119788,HbR,Zima
94,ldlPFC,0.008829370374774383,HbR,Zima
94,rTPJ,0.023572078158686154,HbR,Zima
94,rdlPFC,0.034649520452153845,HbR,Zima
94,vmPFC,0.031126467497514847,HbR,Zima
95,dmPFC,0.026588341861232788,HbR,Zima
95,lTPJ,0.03786241317345208,HbR,Zima
95,ldlPFC,0.014579237480577545,HbR,Zima
95,rTPJ,0.021878526116415453,HbR,Zima
95,rdlPFC,0.02906350758912179,HbR,Zima
95,vmPFC,0.031084441732440203,HbR,Zima
96,dmPFC,0.010959577747677161,HbR,Zima
96,lTPJ,-0.004468994775511593,HbR,Zima
96,ldlPFC,0.010899376220922656,HbR,Zima
96,rTPJ,0.015417604401512299,HbR,Zima
96,rdlPFC,4.607891731346427e-4,HbR,Zima
96,vmPFC,0.035434574009969,HbR,Zima
97,dmPFC,-0.002260062303352251,HbR,Zima
97,lTPJ,0.008761600381828058,HbR,Zima
97,ldlPFC,-0.012872878563247023,HbR,Zima
97,rTPJ,0.024525565716344965,HbR,Zima
97,rdlPFC,0.017800358556165383,HbR,Zima
97,vmPFC,0.008844570304026371,HbR,Zima
98,dmPFC,0.008306138863790198,HbR,Zima
98,lTPJ,0.044504122819582784,HbR,Zima
98,ldlPFC,0.01991179927459955,HbR,Zima
98,rTPJ,0.028806403856789172,HbR,Zima
98,rdlPFC,0.023790903579011983,HbR,Zima
98,vmPFC,0.045675913361782325,HbR,Zima
99,dmPFC,2.704686125192028e-4,HbR,Zima
99,lTPJ,-0.004499462937461039,HbR,Zima
99,ldlPFC,0.002301631172834641,HbR,Zima
99,rTPJ,0.011803847472363658,HbR,Zima
99,rdlPFC,0.005171313926167653,HbR,Zima
99,vmPFC,-0.0073277172994789625,HbR,Zima
2,dmPFC,0.05671943242589884,HbO,Splitscreen
2,lTPJ,0.028178240390205635,HbO,Splitscreen
2,ldlPFC,0.010148980893557598,HbO,Splitscreen
2,rTPJ,0.04852699542170493,HbO,Splitscreen
2,rdlPFC,0.030266697597252742,HbO,Splitscreen
2,vmPFC,0.04537231922450526,HbO,Splitscreen
3,dmPFC,0.05610070290853162,HbO,Splitscreen
3,lTPJ,0.045875089304460825,HbO,Splitscreen
3,ldlPFC,0.08109328141804915,HbO,Splitscreen
3,rTPJ,0.04511031297487394,HbO,Splitscreen
3,rdlPFC,0.04788101150828961,HbO,Splitscreen
3,vmPFC,0.0924348439148424,HbO,Splitscreen
4,dmPFC,0.020396181202341764,HbO,Splitscreen
4,lTPJ,0.0365761121537966,HbO,Splitscreen
4,ldlPFC,0.04432954007024906,HbO,Splitscreen
4,rTPJ,0.02610303855441283,HbO,Splitscreen
4,rdlPFC,0.038356119751411975,HbO,Splitscreen
4,vmPFC,0.035459233355870326,HbO,Splitscreen
48,dmPFC,-0.0725217586341862,HbO,Splitscreen
48,lTPJ,-0.08144540621146097,HbO,Splitscreen
48,ldlPFC,-0.11749043131966966,HbO,Splitscreen
48,rTPJ,-0.0542205192677357,HbO,Splitscreen
48,rdlPFC,-0.03519237632308961,HbO,Splitscreen
48,vmPFC,-0.09660316298028082,HbO,Splitscreen
5,dmPFC,0.06873946452993979,HbO,Splitscreen
5,lTPJ,0.06008025386700164,HbO,Splitscreen
5,ldlPFC,0.10754767097006943,HbO,Splitscreen
5,rTPJ,0.05297877725010505,HbO,Splitscreen
5,rdlPFC,0.07797739647261623,HbO,Splitscreen
5,vmPFC,0.10165401733163078,HbO,Splitscreen
51,dmPFC,-0.0365896594221991,HbO,Splitscreen
51,lTPJ,-0.02252592848245346,HbO,Splitscreen
51,ldlPFC,0.004678784298629194,HbO,Splitscreen
51,rTPJ,-0.06176256251220033,HbO,Splitscreen
51,rdlPFC,-0.007833417074829298,HbO,Splitscreen
51,vmPFC,-0.002238904574209867,HbO,Splitscreen
54,dmPFC,0.02276074791035278,HbO,Splitscreen
54,lTPJ,0.04453220595126305,HbO,Splitscreen
54,ldlPFC,0.06796386903257763,HbO,Splitscreen
54,rTPJ,0.0313841791158097,HbO,Splitscreen
54,rdlPFC,0.05292094679120422,HbO,Splitscreen
54,vmPFC,-0.008020670679753721,HbO,Splitscreen
55,dmPFC,0.014623819562625692,HbO,Splitscreen
55,ldlPFC,0.0741137215295066,HbO,Splitscreen
55,rdlPFC,0.031343329931686245,HbO,Splitscreen
55,vmPFC,0.03962228290172938,HbO,Splitscreen
56,dmPFC,0.017961651642555,HbO,Splitscreen
56,lTPJ,-0.0019890398783990147,HbO,Splitscreen
56,ldlPFC,0.022039778487035908,HbO,Splitscreen
56,rTPJ,0.03056939402421759,HbO,Splitscreen
56,rdlPFC,0.017261807492759802,HbO,Splitscreen
56,vmPFC,-0.01846367747312257,HbO,Splitscreen
57,dmPFC,0.034104740933302576,HbO,Splitscreen
57,lTPJ,0.01472975425712106,HbO,Splitscreen
57,ldlPFC,0.06299746106080317,HbO,Splitscreen
57,rTPJ,0.03556680208045813,HbO,Splitscreen
57,rdlPFC,0.03200859976846964,HbO,Splitscreen
57,vmPFC,0.036200433181950965,HbO,Splitscreen
58,dmPFC,-0.027610889061120372,HbO,Splitscreen
58,ldlPFC,-0.03787447708789256,HbO,Splitscreen
58,rTPJ,-0.02526980510736923,HbO,Splitscreen
58,rdlPFC,-0.037934042415857655,HbO,Splitscreen
58,vmPFC,-0.05637209298373888,HbO,Splitscreen
59,dmPFC,0.07162534763628492,HbO,Splitscreen
59,lTPJ,0.03922768801705304,HbO,Splitscreen
59,ldlPFC,0.09496645490813448,HbO,Splitscreen
59,rTPJ,0.07805404508965882,HbO,Splitscreen
59,rdlPFC,0.06251463650270357,HbO,Splitscreen
59,vmPFC,0.08430253955572861,HbO,Splitscreen
6,dmPFC,0.007176467941201766,HbO,Splitscreen
6,lTPJ,0.011635404902808316,HbO,Splitscreen
6,ldlPFC,0.006015399059317455,HbO,Splitscreen
6,rTPJ,0.04019619159719346,HbO,Splitscreen
6,rdlPFC,-0.011324625785396173,HbO,Splitscreen
6,vmPFC,0.019795196831068423,HbO,Splitscreen
60,dmPFC,0.06646798036005835,HbO,Splitscreen
60,lTPJ,0.04254954372098074,HbO,Splitscreen
60,ldlPFC,0.11345924729850275,HbO,Splitscreen
60,rTPJ,0.08544870209464436,HbO,Splitscreen
60,rdlPFC,0.09396947250216377,HbO,Splitscreen
60,vmPFC,0.05025711124882271,HbO,Splitscreen
61,dmPFC,0.016529121230769078,HbO,Splitscreen
61,lTPJ,0.030774971043345672,HbO,Splitscreen
61,ldlPFC,0.06341309900461484,HbO,Splitscreen
61,rTPJ,0.04669135225181683,HbO,Splitscreen
61,rdlPFC,0.041622429866878335,HbO,Splitscreen
61,vmPFC,0.06793085175461935,HbO,Splitscreen
62,dmPFC,0.0058344602148254175,HbO,Splitscreen
62,lTPJ,0.00365628123754531,HbO,Splitscreen
62,ldlPFC,0.009739170326537134,HbO,Splitscreen
62,rTPJ,0.004087196513855136,HbO,Splitscreen
62,rdlPFC,-0.024942503152522163,HbO,Splitscreen
62,vmPFC,0.044302992776375075,HbO,Splitscreen
67,dmPFC,0.018660888620392915,HbO,Splitscreen
67,lTPJ,-0.010554744522662264,HbO,Splitscreen
67,ldlPFC,0.028450347776119145,HbO,Splitscreen
67,rTPJ,-0.009232364921140832,HbO,Splitscreen
67,rdlPFC,0.008095663552427605,HbO,Splitscreen
67,vmPFC,0.03880022405328207,HbO,Splitscreen
68,dmPFC,0.06451179258704948,HbO,Splitscreen
68,lTPJ,0.048854476442801435,HbO,Splitscreen
68,ldlPFC,0.08238701941727666,HbO,Splitscreen
68,rTPJ,0.03727848445628037,HbO,Splitscreen
68,rdlPFC,0.04329417823819702,HbO,Splitscreen
68,vmPFC,0.08910128888002819,HbO,Splitscreen
7,dmPFC,0.03582772917047879,HbO,Splitscreen
7,lTPJ,0.037344892743334246,HbO,Splitscreen
7,ldlPFC,0.02394831994847949,HbO,Splitscreen
7,rTPJ,0.046134356182209756,HbO,Splitscreen
7,rdlPFC,0.015295914504137195,HbO,Splitscreen
7,vmPFC,0.08332785788301954,HbO,Splitscreen
72,dmPFC,0.03299711552168843,HbO,Splitscreen
72,lTPJ,0.04632678108049079,HbO,Splitscreen
72,ldlPFC,0.06140526443003037,HbO,Splitscreen
72,rTPJ,-0.0035224565831629808,HbO,Splitscreen
72,rdlPFC,0.01838270887792553,HbO,Splitscreen
72,vmPFC,0.031216025412568158,HbO,Splitscreen
78,dmPFC,0.05071139131271283,HbO,Splitscreen
78,lTPJ,0.027027251660722316,HbO,Splitscreen
78,ldlPFC,0.04775514034317308,HbO,Splitscreen
78,rTPJ,0.03466566289459967,HbO,Splitscreen
78,rdlPFC,0.07457244246392258,HbO,Splitscreen
78,vmPFC,0.07749605661076932,HbO,Splitscreen
79,dmPFC,0.04196693233292629,HbO,Splitscreen
79,lTPJ,0.017618804198641775,HbO,Splitscreen
79,ldlPFC,0.037419784039732215,HbO,Splitscreen
79,rTPJ,0.024249935052864387,HbO,Splitscreen
79,rdlPFC,0.03564693582236705,HbO,Splitscreen
79,vmPFC,0.026925297132581422,HbO,Splitscreen
8,dmPFC,0.009038497937792454,HbO,Splitscreen
8,lTPJ,0.014096446644030909,HbO,Splitscreen
8,ldlPFC,-0.006258796559382368,HbO,Splitscreen
8,rTPJ,0.007052899951115425,HbO,Splitscreen
8,rdlPFC,-0.03436966917007943,HbO,Splitscreen
8,vmPFC,0.05509947073360786,HbO,Splitscreen
83,dmPFC,0.013864924817487455,HbO,Splitscreen
83,lTPJ,0.011767460946289651,HbO,Splitscreen
83,ldlPFC,0.02515741523021755,HbO,Splitscreen
83,rTPJ,0.007342354207803798,HbO,Splitscreen
83,rdlPFC,0.016751110473377837,HbO,Splitscreen
83,vmPFC,-0.01363865182696329,HbO,Splitscreen
85,dmPFC,-0.03249366106957096,HbO,Splitscreen
85,lTPJ,-0.03711779392662739,HbO,Splitscreen
85,ldlPFC,-0.04352534531272317,HbO,Splitscreen
85,rTPJ,-0.021732405628905393,HbO,Splitscreen
85,rdlPFC,-0.008008934132605712,HbO,Splitscreen
85,vmPFC,-0.03433329217296985,HbO,Splitscreen
9,dmPFC,0.008916481785101337,HbO,Splitscreen
9,lTPJ,0.022004768269985233,HbO,Splitscreen
9,ldlPFC,0.02101233003349152,HbO,Splitscreen
9,rTPJ,0.012358220124129533,HbO,Splitscreen
9,rdlPFC,0.03184587870451582,HbO,Splitscreen
9,vmPFC,0.03731839174180649,HbO,Splitscreen
10,dmPFC,0.012583863876771424,HbO,Splitscreen
10,lTPJ,8.562373870758795e-4,HbO,Splitscreen
10,ldlPFC,0.026418529879408542,HbO,Splitscreen
10,rdlPFC,-0.008223666269387626,HbO,Splitscreen
10,vmPFC,-0.006552960926210839,HbO,Splitscreen
100,dmPFC,0.05327561037470089,HbO,Splitscreen
100,lTPJ,0.035358985103531006,HbO,Splitscreen
100,ldlPFC,0.06740967734809258,HbO,Splitscreen
100,rTPJ,0.039975726697031956,HbO,Splitscreen
100,rdlPFC,0.04915702562882976,HbO,Splitscreen
100,vmPFC,0.045812778773167105,HbO,Splitscreen
102,dmPFC,0.019838553936601902,HbO,Splitscreen
102,lTPJ,-0.01341221383553157,HbO,Splitscreen
102,ldlPFC,0.002810014195416456,HbO,Splitscreen
102,rTPJ,0.023996789734717992,HbO,Splitscreen
102,rdlPFC,0.010051342601969378,HbO,Splitscreen
102,vmPFC,0.05434845977177482,HbO,Splitscreen
103,dmPFC,0.026711549456473718,HbO,Splitscreen
103,ldlPFC,0.04611541647959773,HbO,Splitscreen
103,rTPJ,-0.008762151495744521,HbO,Splitscreen
103,rdlPFC,-0.0022663450524888712,HbO,Splitscreen
103,vmPFC,-0.05357934008412458,HbO,Splitscreen
104,dmPFC,-0.0031002983651533663,HbO,Splitscreen
104,lTPJ,0.01860231181868488,HbO,Splitscreen
104,ldlPFC,0.04610775146695815,HbO,Splitscreen
104,rTPJ,0.022461752034478727,HbO,Splitscreen
104,rdlPFC,0.03162579905193452,HbO,Splitscreen
104,vmPFC,0.0031111807312970818,HbO,Splitscreen
106,dmPFC,-0.003933245862134316,HbO,Splitscreen
106,lTPJ,0.009708923801684187,HbO,Splitscreen
106,ldlPFC,0.004889438368431307,HbO,Splitscreen
106,rTPJ,0.008199074821007957,HbO,Splitscreen
106,rdlPFC,-0.0013678341478437742,HbO,Splitscreen
106,vmPFC,0.011151184976286917,HbO,Splitscreen
107,dmPFC,-0.02982089791422072,HbO,Splitscreen
107,ldlPFC,-0.04425135490551549,HbO,Splitscreen
107,rdlPFC,-0.03831684963859334,HbO,Splitscreen
107,vmPFC,-0.023846056498882492,HbO,Splitscreen
108,dmPFC,0.06398497659039994,HbO,Splitscreen
108,lTPJ,-0.00712541144684895,HbO,Splitscreen
108,ldlPFC,0.0501617507318537,HbO,Splitscreen
108,rTPJ,0.014216743018866784,HbO,Splitscreen
108,rdlPFC,0.016878020024383447,HbO,Splitscreen
108,vmPFC,0.09806249098093943,HbO,Splitscreen
109,dmPFC,0.0038266068293881152,HbO,Splitscreen
109,lTPJ,-0.006449462859017801,HbO,Splitscreen
109,ldlPFC,-0.0051005038353351476,HbO,Splitscreen
109,rTPJ,0.051378713388962785,HbO,Splitscreen
109,rdlPFC,-0.022122250772209407,HbO,Splitscreen
109,vmPFC,0.06486393646085759,HbO,Splitscreen
11,dmPFC,0.047366408874485455,HbO,Splitscreen
11,lTPJ,0.02080452599038873,HbO,Splitscreen
11,ldlPFC,0.07566395346247921,HbO,Splitscreen
11,rTPJ,0.005578040207496837,HbO,Splitscreen
11,rdlPFC,0.09916212440907642,HbO,Splitscreen
11,vmPFC,0.07112467623121109,HbO,Splitscreen
110,dmPFC,0.03567480657859451,HbO,Splitscreen
110,lTPJ,-1.9885488813846535e-4,HbO,Splitscreen
110,ldlPFC,0.048149447715324305,HbO,Splitscreen
110,rTPJ,0.021684594528994326,HbO,Splitscreen
110,rdlPFC,0.009450147672700568,HbO,Splitscreen
110,vmPFC,0.01973929539940857,HbO,Splitscreen
111,dmPFC,-0.07348184434783694,HbO,Splitscreen
111,ldlPFC,-0.09084890087119872,HbO,Splitscreen
111,rTPJ,-0.02634242063671412,HbO,Splitscreen
111,rdlPFC,-0.044460101868539575,HbO,Splitscreen
111,vmPFC,-0.06083065621286895,HbO,Splitscreen
112,dmPFC,-0.04104212631680276,HbO,Splitscreen
112,lTPJ,-0.011203593156755088,HbO,Splitscreen
112,ldlPFC,-0.05053974869122347,HbO,Splitscreen
112,rTPJ,-0.01936350355294879,HbO,Splitscreen
112,rdlPFC,-0.04580767118699333,HbO,Splitscreen
112,vmPFC,-0.05006759380299757,HbO,Splitscreen
113,dmPFC,-0.022705188762482804,HbO,Splitscreen
113,lTPJ,0.005479376863657048,HbO,Splitscreen
113,ldlPFC,0.0021693610371035536,HbO,Splitscreen
113,rTPJ,0.018478001432723972,HbO,Splitscreen
113,rdlPFC,-0.018565174701111537,HbO,Splitscreen
113,vmPFC,-0.048498551370623436,HbO,Splitscreen
114,dmPFC,0.03877595065636625,HbO,Splitscreen
114,lTPJ,0.03925292394044305,HbO,Splitscreen
114,ldlPFC,0.06032212252915611,HbO,Splitscreen
114,rTPJ,0.020026757911821947,HbO,Splitscreen
114,rdlPFC,0.01403680972746165,HbO,Splitscreen
114,vmPFC,0.07942315330452993,HbO,Splitscreen
12,dmPFC,0.04669193398428443,HbO,Splitscreen
12,lTPJ,0.06531877657549669,HbO,Splitscreen
12,ldlPFC,0.034398015782028134,HbO,Splitscreen
12,rTPJ,0.0698170217740242,HbO,Splitscreen
12,rdlPFC,0.03647199402515862,HbO,Splitscreen
12,vmPFC,0.04759733404628697,HbO,Splitscreen
13,dmPFC,0.03709306468105918,HbO,Splitscreen
13,lTPJ,-0.006690011343029235,HbO,Splitscreen
13,ldlPFC,0.025575574881333923,HbO,Splitscreen
13,rTPJ,-0.022557631119620298,HbO,Splitscreen
13,rdlPFC,-0.03988757622168152,HbO,Splitscreen
13,vmPFC,0.00679020186333826,HbO,Splitscreen
14,dmPFC,0.016628364169804937,HbO,Splitscreen
14,lTPJ,0.013623687465428694,HbO,Splitscreen
14,ldlPFC,0.029798879457692107,HbO,Splitscreen
14,rTPJ,0.027415853413651884,HbO,Splitscreen
14,rdlPFC,0.02513367264631515,HbO,Splitscreen
14,vmPFC,0.053765242005860844,HbO,Splitscreen
15,dmPFC,0.0015587046702715491,HbO,Splitscreen
15,lTPJ,0.013607088057538044,HbO,Splitscreen
15,ldlPFC,0.012274765729160093,HbO,Splitscreen
15,rTPJ,-0.031692252996631254,HbO,Splitscreen
15,rdlPFC,-0.009719019102114625,HbO,Splitscreen
15,vmPFC,-0.017448921582046657,HbO,Splitscreen
16,dmPFC,0.010055656354244095,HbO,Splitscreen
16,lTPJ,0.007150465375648079,HbO,Splitscreen
16,ldlPFC,0.0012012984242843832,HbO,Splitscreen
16,rTPJ,-0.004521872960851925,HbO,Splitscreen
16,rdlPFC,0.024690327616230842,HbO,Splitscreen
16,vmPFC,-0.025142248482005983,HbO,Splitscreen
17,dmPFC,0.0695281449501349,HbO,Splitscreen
17,lTPJ,0.028492463293708893,HbO,Splitscreen
17,ldlPFC,0.06613661450500682,HbO,Splitscreen
17,rTPJ,0.015226073516442501,HbO,Splitscreen
17,rdlPFC,0.05713795798015053,HbO,Splitscreen
17,vmPFC,0.08392327299892151,HbO,Splitscreen
18,dmPFC,0.08495325300771875,HbO,Splitscreen
18,lTPJ,0.0060853063798417565,HbO,Splitscreen
18,ldlPFC,0.03989860812517398,HbO,Splitscreen
18,rTPJ,0.012504949190395642,HbO,Splitscreen
18,rdlPFC,0.04421717930230223,HbO,Splitscreen
18,vmPFC,0.11683664965047148,HbO,Splitscreen
19,dmPFC,0.08877918492213228,HbO,Splitscreen
19,lTPJ,0.0689589336832615,HbO,Splitscreen
19,ldlPFC,0.11546356604788752,HbO,Splitscreen
19,rTPJ,0.05227772828839683,HbO,Splitscreen
19,rdlPFC,0.07263098780985616,HbO,Splitscreen
19,vmPFC,0.1304851421278673,HbO,Splitscreen
20,dmPFC,0.11027576107735419,HbO,Splitscreen
20,lTPJ,0.06832332679068455,HbO,Splitscreen
20,ldlPFC,0.12555494039366547,HbO,Splitscreen
20,rTPJ,0.07579219348077111,HbO,Splitscreen
20,rdlPFC,0.09844074418194068,HbO,Splitscreen
20,vmPFC,0.06968428065163272,HbO,Splitscreen
21,dmPFC,0.006977931433371304,HbO,Splitscreen
21,lTPJ,0.016575853133061237,HbO,Splitscreen
21,ldlPFC,0.06523075416340518,HbO,Splitscreen
21,rTPJ,0.0021838681033276683,HbO,Splitscreen
21,rdlPFC,0.06415294297143084,HbO,Splitscreen
21,vmPFC,0.02038773061969983,HbO,Splitscreen
22,dmPFC,0.07566728745684932,HbO,Splitscreen
22,rTPJ,0.017272339405964496,HbO,Splitscreen
22,rdlPFC,0.05658752079801894,HbO,Splitscreen
22,vmPFC,-0.03900152549282662,HbO,Splitscreen
23,dmPFC,0.01415388136877713,HbO,Splitscreen
23,lTPJ,0.0538320882499766,HbO,Splitscreen
23,ldlPFC,0.07031739407548279,HbO,Splitscreen
23,rTPJ,0.07496500553960878,HbO,Splitscreen
23,rdlPFC,0.061715194462603755,HbO,Splitscreen
23,vmPFC,0.01748350188289497,HbO,Splitscreen
24,dmPFC,0.049426282779201615,HbO,Splitscreen
24,lTPJ,0.009054767583222642,HbO,Splitscreen
24,ldlPFC,0.03545874264775148,HbO,Splitscreen
24,rTPJ,0.055189451461566105,HbO,Splitscreen
24,rdlPFC,0.03249192881250458,HbO,Splitscreen
24,vmPFC,0.04671116354856044,HbO,Splitscreen
25,dmPFC,0.017061290035285125,HbO,Splitscreen
25,lTPJ,-0.02576974662624804,HbO,Splitscreen
25,ldlPFC,-0.017273428043249543,HbO,Splitscreen
25,rTPJ,-0.031983111936170136,HbO,Splitscreen
25,rdlPFC,-1.2709514488900203e-4,HbO,Splitscreen
25,vmPFC,0.04024717709947098,HbO,Splitscreen
26,dmPFC,0.0033174516088197237,HbO,Splitscreen
26,lTPJ,0.010572190825764405,HbO,Splitscreen
26,ldlPFC,-0.031367676527538045,HbO,Splitscreen
26,rTPJ,0.00817416463689456,HbO,Splitscreen
26,rdlPFC,-0.03685355358122289,HbO,Splitscreen
26,vmPFC,-0.03948147085158194,HbO,Splitscreen
27,dmPFC,0.021130126112169217,HbO,Splitscreen
27,lTPJ,-0.02039570483133486,HbO,Splitscreen
27,ldlPFC,-0.007920505022080892,HbO,Splitscreen
27,rTPJ,-0.021455201605729418,HbO,Splitscreen
27,rdlPFC,-0.006125052345565916,HbO,Splitscreen
27,vmPFC,0.026124121545279416,HbO,Splitscreen
28,dmPFC,-0.0014252733841857654,HbO,Splitscreen
28,lTPJ,-0.0010697407753405383,HbO,Splitscreen
28,ldlPFC,0.0013272978457992133,HbO,Splitscreen
28,rTPJ,0.00570766469959133,HbO,Splitscreen
28,rdlPFC,1.419457327629545e-4,HbO,Splitscreen
28,vmPFC,-0.009439626580225298,HbO,Splitscreen
29,dmPFC,0.02700709290232938,HbO,Splitscreen
29,lTPJ,0.03655156549466685,HbO,Splitscreen
29,ldlPFC,0.017924417592835504,HbO,Splitscreen
29,rTPJ,0.02216123782226841,HbO,Splitscreen
29,rdlPFC,0.0212888114697196,HbO,Splitscreen
29,vmPFC,0.07123419000400924,HbO,Splitscreen
30,dmPFC,0.049289349199557755,HbO,Splitscreen
30,lTPJ,0.06588727800965691,HbO,Splitscreen
30,ldlPFC,0.080732620570601,HbO,Splitscreen
30,rTPJ,0.10573860659857695,HbO,Splitscreen
30,rdlPFC,0.06153866937142034,HbO,Splitscreen
30,vmPFC,0.040416020181038716,HbO,Splitscreen
31,dmPFC,0.01852661685289016,HbO,Splitscreen
31,lTPJ,0.02149380758662697,HbO,Splitscreen
31,ldlPFC,0.06194085770740534,HbO,Splitscreen
31,rTPJ,0.0020408173840394707,HbO,Splitscreen
31,rdlPFC,0.016536874727082363,HbO,Splitscreen
31,vmPFC,0.0477364043505359,HbO,Splitscreen
32,dmPFC,0.04802437797220221,HbO,Splitscreen
32,lTPJ,0.04641078548342757,HbO,Splitscreen
32,ldlPFC,0.04337326922834312,HbO,Splitscreen
32,rTPJ,0.037169568195841725,HbO,Splitscreen
32,rdlPFC,0.05618323970206347,HbO,Splitscreen
32,vmPFC,0.04808757961984783,HbO,Splitscreen
33,dmPFC,0.022961674405139926,HbO,Splitscreen
33,lTPJ,0.047607593205812045,HbO,Splitscreen
33,ldlPFC,0.11060252020030772,HbO,Splitscreen
33,rTPJ,0.05001562957174385,HbO,Splitscreen
33,rdlPFC,0.07146210686627442,HbO,Splitscreen
33,vmPFC,0.09702522881781872,HbO,Splitscreen
34,dmPFC,0.055075187632810316,HbO,Splitscreen
34,lTPJ,0.03290744250287552,HbO,Splitscreen
34,ldlPFC,0.06812797886059786,HbO,Splitscreen
34,rTPJ,0.0486456970703244,HbO,Splitscreen
34,rdlPFC,0.041685001405079664,HbO,Splitscreen
34,vmPFC,0.06340990035369078,HbO,Splitscreen
35,dmPFC,0.05770871114700463,HbO,Splitscreen
35,lTPJ,0.01199048632011686,HbO,Splitscreen
35,ldlPFC,0.08257388547790939,HbO,Splitscreen
35,rTPJ,0.01065736959519648,HbO,Splitscreen
35,rdlPFC,0.02112285407056448,HbO,Splitscreen
35,vmPFC,0.07120150037742896,HbO,Splitscreen
36,dmPFC,0.010656824342108039,HbO,Splitscreen
36,ldlPFC,0.06723617775365365,HbO,Splitscreen
36,rTPJ,0.007190287266660889,HbO,Splitscreen
36,rdlPFC,-5.582517865366527e-4,HbO,Splitscreen
36,vmPFC,-0.018943783827413328,HbO,Splitscreen
37,dmPFC,0.003328546305153413,HbO,Splitscreen
37,lTPJ,0.010357525961947662,HbO,Splitscreen
37,ldlPFC,0.01919094332555258,HbO,Splitscreen
37,rTPJ,-0.004301727624315582,HbO,Splitscreen
37,rdlPFC,0.04692040554045164,HbO,Splitscreen
37,vmPFC,0.02727759683273767,HbO,Splitscreen
40,dmPFC,0.05686199742118557,HbO,Splitscreen
40,lTPJ,0.05068764923802885,HbO,Splitscreen
40,ldlPFC,0.06384955329921972,HbO,Splitscreen
40,rTPJ,0.044417001356927506,HbO,Splitscreen
40,rdlPFC,0.06290459386185632,HbO,Splitscreen
40,vmPFC,0.06774272490489434,HbO,Splitscreen
41,dmPFC,-0.09838267187906734,HbO,Splitscreen
41,lTPJ,-0.0883177270885415,HbO,Splitscreen
41,ldlPFC,-0.07754650546443462,HbO,Splitscreen
41,rTPJ,-0.06657440509071806,HbO,Splitscreen
41,rdlPFC,-0.09364668213319885,HbO,Splitscreen
41,vmPFC,-0.11950018629630463,HbO,Splitscreen
42,dmPFC,-0.040795105319094555,HbO,Splitscreen
42,lTPJ,0.0015370375567196662,HbO,Splitscreen
42,ldlPFC,0.02154575940946599,HbO,Splitscreen
42,rTPJ,0.023582016364121845,HbO,Splitscreen
42,rdlPFC,-0.0056957872772483336,HbO,Splitscreen
42,vmPFC,0.02881200287034077,HbO,Splitscreen
43,dmPFC,0.08991272854159492,HbO,Splitscreen
43,lTPJ,0.03798917419000992,HbO,Splitscreen
43,ldlPFC,0.050534759957705455,HbO,Splitscreen
43,rTPJ,0.07061046622443783,HbO,Splitscreen
43,rdlPFC,0.06145856651426906,HbO,Splitscreen
43,vmPFC,0.014922030938377963,HbO,Splitscreen
44,dmPFC,-0.013049596007097135,HbO,Splitscreen
44,lTPJ,0.00643403132435745,HbO,Splitscreen
44,ldlPFC,0.049486374789570964,HbO,Splitscreen
44,rdlPFC,-0.043884927817781964,HbO,Splitscreen
44,vmPFC,-7.582486005877212e-4,HbO,Splitscreen
45,dmPFC,0.013566753902180552,HbO,Splitscreen
45,lTPJ,0.0289485269156043,HbO,Splitscreen
45,ldlPFC,-0.04283699716241203,HbO,Splitscreen
45,rTPJ,0.00027003847920630577,HbO,Splitscreen
45,rdlPFC,-0.023462315329231712,HbO,Splitscreen
45,vmPFC,-0.07460147444516958,HbO,Splitscreen
46,dmPFC,-0.04800093766771813,HbO,Splitscreen
46,lTPJ,-0.03323914232506363,HbO,Splitscreen
46,ldlPFC,-0.014687857325891753,HbO,Splitscreen
46,rTPJ,-0.015965345817126695,HbO,Splitscreen
46,rdlPFC,-0.02800596473874704,HbO,Splitscreen
46,vmPFC,-0.008686099292879914,HbO,Splitscreen
47,dmPFC,-0.004436220574336372,HbO,Splitscreen
47,ldlPFC,0.038907318938039066,HbO,Splitscreen
47,rdlPFC,-0.010474336539468828,HbO,Splitscreen
47,vmPFC,0.02567285811372715,HbO,Splitscreen
50,dmPFC,0.08910993044550804,HbO,Splitscreen
50,lTPJ,0.055110053029618744,HbO,Splitscreen
50,ldlPFC,0.06611378353618758,HbO,Splitscreen
50,rTPJ,0.03645320556557436,HbO,Splitscreen
50,rdlPFC,0.05203889431529492,HbO,Splitscreen
50,vmPFC,0.020360272094041433,HbO,Splitscreen
52,dmPFC,0.02950038872434821,HbO,Splitscreen
52,lTPJ,0.02546768738459036,HbO,Splitscreen
52,ldlPFC,0.040364188976112415,HbO,Splitscreen
