ROI,Signal_Type,Stimulus,Behavioral_Variable,Spearman_rho,p_value,n,p_fdr,sig_uncorrected,sig_fdr
dmPFC,HbR,Zima,MW_state_SART,-0.028366682074628488,0.7872272727074977,93,0.9630824014493327,FALSE,FALSE
dmPFC,HbR,Zima,MW_trait_total,-0.08878869273490453,0.39736315717427306,93,0.5960447357614096,FALSE,FALSE
dmPFC,HbR,Zima,Accuracy,0.024834250139260744,0.8173074483002397,89,0.8961664223495903,FALSE,FALSE
dmPFC,HbR,Zima,MW_Ratio,-0.04800951089659962,0.6587925833888004,87,0.7836046499189662,FALSE,FALSE
dmPFC,HbR,Zima,Loneliness,-0.01119087097638703,0.9152137649910241,93,0.9998103692777875,FALSE,FALSE
dmPFC,HbR,Zima,AQ10_scored,0.023809666392694842,0.8207824098736132,93,0.9141203054638495,FALSE,FALSE
dmPFC,HbR,Zima,PHQ9_total,-0.10103902274140525,0.3352085211570345,93,0.670417042314069,FALSE,FALSE
dmPFC,HbR,Zima,GAD_total,-0.1409212942860419,0.17786753096511057,93,0.35573506193022114,FALSE,FALSE
dmPFC,HbR,Zima,SIAS_total,-0.06663059924881597,0.5257039878941718,93,0.777034100735838,FALSE,FALSE
dmPFC,HbR,Zima,WHO_5_total,0.006510203273438373,0.9506156606680828,93,0.9924137698393429,FALSE,FALSE
dmPFC,HbR,Zima,ASRS_total,-0.14075320627492757,0.17839066844245666,93,0.4096589886909729,FALSE,FALSE
dmPFC,HbR,Zima,Mindwandering_Zima,-0.06128433478475297,0.5616937599368916,92,0.9180644140137721,FALSE,FALSE
dmPFC,HbR,Splitscreen,MW_state_SART,-0.11340630977095119,0.2612532990105445,100,0.7837598970316335,FALSE,FALSE
dmPFC,HbR,Splitscreen,MW_trait_total,0.029823799194054,0.7683346609092552,100,0.776684602576289,FALSE,FALSE
dmPFC,HbR,Splitscreen,Accuracy,-0.020895428804819254,0.839017477467568,97,0.839017477467568,FALSE,FALSE
dmPFC,HbR,Splitscreen,MW_Ratio,-0.11235559795832145,0.27834422765784483,95,0.8620735417535565,FALSE,FALSE
dmPFC,HbR,Splitscreen,Loneliness,0.030231611461475176,0.7652578516352726,100,0.7652578516352726,FALSE,FALSE
dmPFC,HbR,Splitscreen,AQ10_scored,0.12470606214795814,0.21637896087951686,100,0.6491368826385506,FALSE,FALSE
dmPFC,HbR,Splitscreen,PHQ9_total,0.13648274623447862,0.1757320704173898,100,0.6318427333816011,FALSE,FALSE
dmPFC,HbR,Splitscreen,GAD_total,0.00826212304666271,0.9349776378125408,100,0.9349776378125408,FALSE,FALSE
dmPFC,HbR,Splitscreen,SIAS_total,0.09971150314437105,0.32362238357212536,100,0.6472447671442507,FALSE,FALSE
dmPFC,HbR,Splitscreen,WHO_5_total,-0.09180408181784826,0.36365687162359206,100,0.7940085244130333,FALSE,FALSE
dmPFC,HbR,Splitscreen,ASRS_total,0.1836452000364616,0.06740689512761949,100,0.20222068538285848,FALSE,FALSE
dmPFC,HbR,Splitscreen,Mindwandering_Splitscreen,-5.155823255564616e-4,0.9960009647095629,97,0.9960009647095629,FALSE,FALSE
lTPJ,HbR,Zima,MW_state_SART,0.026877678525389175,0.8025686678744439,89,0.9630824014493327,FALSE,FALSE
lTPJ,HbR,Zima,MW_trait_total,0.058548748768085815,0.5857484473084346,89,0.7028981367701215,FALSE,FALSE
lTPJ,HbR,Zima,Accuracy,0.12639418463858043,0.2519334639014964,84,0.7558003917044892,FALSE,FALSE
lTPJ,HbR,Zima,MW_Ratio,0.07651644498834612,0.49444798835122183,82,0.7416719825268328,FALSE,FALSE
lTPJ,HbR,Zima,Loneliness,-2.5553886439038076e-5,0.9998103692777875,89,0.9998103692777875,FALSE,FALSE
lTPJ,HbR,Zima,AQ10_scored,-0.03074270795042981,0.7748829024591732,89,0.9141203054638495,FALSE,FALSE
lTPJ,HbR,Zima,PHQ9_total,-0.07957018285204234,0.45855507441519017,89,0.6878326116227853,FALSE,FALSE
lTPJ,HbR,Zima,GAD_total,-0.17235140490939171,0.10629220493558733,89,0.35573506193022114,FALSE,FALSE
lTPJ,HbR,Zima,SIAS_total,-0.16583412175033369,0.12039092491400656,89,0.7223455494840394,FALSE,FALSE
lTPJ,HbR,Zima,WHO_5_total,0.05618112031137215,0.6010212960565069,89,0.9924137698393429,FALSE,FALSE
lTPJ,HbR,Zima,ASRS_total,0.04644627018159488,0.6655870763198648,89,0.6655870763198648,FALSE,FALSE
lTPJ,HbR,Zima,Mindwandering_Zima,-0.09883347316233924,0.35959909482852326,88,0.9180644140137721,FALSE,FALSE
lTPJ,HbR,Splitscreen,MW_state_SART,0.02044745379140841,0.8457518960555178,93,0.9868731034961282,FALSE,FALSE
lTPJ,HbR,Splitscreen,MW_trait_total,-0.029808946248214375,0.776684602576289,93,0.776684602576289,FALSE,FALSE
lTPJ,HbR,Splitscreen,Accuracy,0.05904173279966976,0.5825907654893767,89,0.839017477467568,FALSE,FALSE
lTPJ,HbR,Splitscreen,MW_Ratio,-0.06098440861649212,0.574715694502371,87,0.8620735417535565,FALSE,FALSE
lTPJ,HbR,Splitscreen,Loneliness,0.10847559729117814,0.3006640403415461,93,0.5717039193836637,FALSE,FALSE
lTPJ,HbR,Splitscreen,AQ10_scored,0.06906777063273398,0.5106387974290835,93,0.7659581961436253,FALSE,FALSE
lTPJ,HbR,Splitscreen,PHQ9_total,-0.044528244419393924,0.6716989547545158,93,0.9069314646261937,FALSE,FALSE
lTPJ,HbR,Splitscreen,GAD_total,-0.04047574722406371,0.7000798073726495,93,0.8882641337992631,FALSE,FALSE
lTPJ,HbR,Splitscreen,SIAS_total,-0.06445401372871945,0.5393447557787561,93,0.8090171336681341,FALSE,FALSE
lTPJ,HbR,Splitscreen,WHO_5_total,-0.06144180143771693,0.5585055283417919,93,0.7940085244130333,FALSE,FALSE
lTPJ,HbR,Splitscreen,ASRS_total,0.03260785076592623,0.7563417390534444,93,0.7563417390534444,FALSE,FALSE
lTPJ,HbR,Splitscreen,Mindwandering_Splitscreen,-0.08590377199488594,0.4207893234050619,90,0.9960009647095629,FALSE,FALSE
ldlPFC,HbR,Zima,MW_state_SART,0.0014390112529309971,0.9891380958087341,92,0.9891380958087341,FALSE,FALSE
ldlPFC,HbR,Zima,MW_trait_total,-0.009481183456862777,0.9285264723207911,92,0.9285264723207911,FALSE,FALSE
ldlPFC,HbR,Zima,Accuracy,-0.01419629755801204,0.8961664223495903,87,0.8961664223495903,FALSE,FALSE
ldlPFC,HbR,Zima,MW_Ratio,0.03022798240300262,0.7836046499189662,85,0.7836046499189662,FALSE,FALSE
ldlPFC,HbR,Zima,Loneliness,-0.07702394091128134,0.46552979041979736,92,0.9310595808395947,FALSE,FALSE
ldlPFC,HbR,Zima,AQ10_scored,0.07772616445972551,0.46145989968854473,92,0.9141203054638495,FALSE,FALSE
ldlPFC,HbR,Zima,PHQ9_total,0.10709383116346496,0.3095869956327332,92,0.670417042314069,FALSE,FALSE
ldlPFC,HbR,Zima,GAD_total,0.02176546732736697,0.8368401179426708,92,0.8592668537018766,FALSE,FALSE
ldlPFC,HbR,Zima,SIAS_total,0.06958400555338602,0.5098312828901733,92,0.777034100735838,FALSE,FALSE
ldlPFC,HbR,Zima,WHO_5_total,-0.0010050264258051613,0.9924137698393429,92,0.9924137698393429,FALSE,FALSE
ldlPFC,HbR,Zima,ASRS_total,0.1334212620413248,0.20482949434548645,92,0.4096589886909729,FALSE,FALSE
ldlPFC,HbR,Zima,Mindwandering_Zima,-0.010934775400463047,0.9180644140137721,91,0.9180644140137721,FALSE,FALSE
ldlPFC,HbR,Splitscreen,MW_state_SART,-0.001666234522545514,0.9868731034961282,100,0.9868731034961282,FALSE,FALSE
ldlPFC,HbR,Splitscreen,MW_trait_total,0.04554706310646378,0.6527263874898631,100,0.776684602576289,FALSE,FALSE
ldlPFC,HbR,Splitscreen,Accuracy,-0.13622283684346093,0.18570236135559173,96,0.839017477467568,FALSE,FALSE
ldlPFC,HbR,Splitscreen,MW_Ratio,-0.026939388124118977,0.7966082223461484,94,0.9324085832857689,FALSE,FALSE
ldlPFC,HbR,Splitscreen,Loneliness,-0.09238921409716465,0.3605939741547681,100,0.5717039193836637,FALSE,FALSE
ldlPFC,HbR,Splitscreen,AQ10_scored,0.07195784046848887,0.4768025974742315,100,0.7659581961436253,FALSE,FALSE
ldlPFC,HbR,Splitscreen,PHQ9_total,-0.03149141943803978,0.7557762205218281,100,0.9069314646261937,FALSE,FALSE
ldlPFC,HbR,Splitscreen,GAD_total,-0.05545546077712443,0.5836888405156538,100,0.8882641337992631,FALSE,FALSE
ldlPFC,HbR,Splitscreen,SIAS_total,0.13820023255287484,0.17030740683383225,100,0.5109222205014967,FALSE,FALSE
ldlPFC,HbR,Splitscreen,WHO_5_total,-0.02643872699398253,0.7940085244130333,100,0.7940085244130333,FALSE,FALSE
ldlPFC,HbR,Splitscreen,ASRS_total,0.04422335387347597,0.662193001198037,100,0.7563417390534444,FALSE,FALSE
ldlPFC,HbR,Splitscreen,Mindwandering_Splitscreen,0.02440187581914486,0.8124625699166519,97,0.9960009647095629,FALSE,FALSE
rTPJ,HbR,Zima,MW_state_SART,0.10264591983568605,0.3356887591237798,90,0.9630824014493327,FALSE,FALSE
rTPJ,HbR,Zima,MW_trait_total,0.21994052663781888,0.03725566049286856,90,0.22353396295721137,TRUE,FALSE
